admissionNo,firstName,lastName,classCode,guardianName,guardianRelation,guardianPhone,guardianEmail,academicYear
PAK00585,Pooja,Rajput,8-SAPPHIRE,"Savita Choudhary",Parent,9765000585,savita.choudhary.585@paramountkasrawad.edu,2025-2026
PAK00586,Saloni,Gaikwad,8-SAPPHIRE,"Seema Kumar",Guardian,9765000586,seema.kumar.586@paramountkasrawad.edu,2025-2026
PAK00587,Sneha,Khan,8-SAPPHIRE,"Arvind More",Father,9765000587,arvind.more.587@paramountkasrawad.edu,2025-2026
PAK00588,Yogesh,Jadav,8-SAPPHIRE,"Rekha Deshmukh",Parent,9765000588,rekha.deshmukh.588@paramountkasrawad.edu,2025-2026
PAK00589,Priya,Bhat,8-SAPPHIRE,"Suresh Trivedi",Guardian,9765000589,suresh.trivedi.589@paramountkasrawad.edu,2025-2026
PAK00590,Omkar,Upadhyay,8-SAPPHIRE,"Ramesh Grewal",Father,9765000590,ramesh.grewal.590@paramountkasrawad.edu,2025-2026
PAK00591,Rahul,Bhat,8-SAPPHIRE,"Pankaj Choudhary",Parent,9765000591,pankaj.choudhary.591@paramountkasrawad.edu,2025-2026
PAK00592,Rohit,Sahu,8-SAPPHIRE,"Ramesh Choudhary",Guardian,9765000592,ramesh.choudhary.592@paramountkasrawad.edu,2025-2026
PAK00593,Sonia,Kapoor,8-SAPPHIRE,"Sanjeev Sidhu",Father,9765000593,sanjeev.sidhu.593@paramountkasrawad.edu,2025-2026
PAK00594,Mona,Dubey,8-SAPPHIRE,"Ashok Mirza",Father,9765000594,ashok.mirza.594@paramountkasrawad.edu,2025-2026
PAK00595,Kavya,Chauhan,8-SAPPHIRE,"Kavita Srivastava",Parent,9765000595,kavita.srivastava.595@paramountkasrawad.edu,2025-2026
PAK00596,Om,Shah,8-TOPAZ,"Suresh Pandey",Mother,9765000596,suresh.pandey.596@paramountkasrawad.edu,2025-2026
PAK00597,Sanskriti,Nair,8-TOPAZ,"Ramesh Kumar",Father,9765000597,ramesh.kumar.597@paramountkasrawad.edu,2025-2026
PAK00598,Sanskriti,Sharma,8-TOPAZ,"Suresh More",Mother,9765000598,suresh.more.598@paramountkasrawad.edu,2025-2026
PAK00599,Divya,Pillai,8-TOPAZ,"Pankaj Patel",Father,9765000599,pankaj.patel.599@paramountkasrawad.edu,2025-2026
PAK00600,Gaurav,Gupta,8-TOPAZ,"Anil Trivedi",Father,9765000600,anil.trivedi.600@paramountkasrawad.edu,2025-2026
PAK00601,Jatin,Soni,8-TOPAZ,"Deepa Deshmukh",Guardian,9765000601,deepa.deshmukh.601@paramountkasrawad.edu,2025-2026
PAK00602,Pooja,Rajput,8-TOPAZ,"Ramesh Kapoor",Mother,9765000602,ramesh.kapoor.602@paramountkasrawad.edu,2025-2026
PAK00603,Vaishnavi,Shukla,8-TOPAZ,"Anil Reddy",Parent,9765000603,anil.reddy.603@paramountkasrawad.edu,2025-2026
PAK00604,Divya,Rao,8-TOPAZ,"Jagdish Sharma",Mother,9765000604,jagdish.sharma.604@paramountkasrawad.edu,2025-2026
PAK00605,Ravi,Jadav,8-TOPAZ,"Nirmala Chauhan",Parent,9765000605,nirmala.chauhan.605@paramountkasrawad.edu,2025-2026
PAK00606,Sanjay,Mirza,8-TOPAZ,"Rekha Salve",Guardian,9765000606,rekha.salve.606@paramountkasrawad.edu,2025-2026
PAK00607,Gaurav,Salve,8-TOPAZ,"Vinod Naik",Father,9765000607,vinod.naik.607@paramountkasrawad.edu,2025-2026
PAK00608,Ujjwal,Kumar,8-TOPAZ,"Naresh Shah",Mother,9765000608,naresh.shah.608@paramountkasrawad.edu,2025-2026
PAK00609,Alok,Deshmukh,8-TOPAZ,"Pankaj Chopra",Guardian,9765000609,pankaj.chopra.609@paramountkasrawad.edu,2025-2026
PAK00610,Kavya,Naik,8-TOPAZ,"Seema Shukla",Parent,9765000610,seema.shukla.610@paramountkasrawad.edu,2025-2026
PAK00611,Pinkesh,Trivedi,8-TOPAZ,"Gopal Rajak",Mother,9765000611,gopal.rajak.611@paramountkasrawad.edu,2025-2026
PAK00612,Anuj,Kaur,8-TOPAZ,"Ashok Joshi",Parent,9765000612,ashok.joshi.612@paramountkasrawad.edu,2025-2026
PAK00613,Anjali,Upadhyay,8-TOPAZ,"Suresh Sidhu",Father,9765000613,suresh.sidhu.613@paramountkasrawad.edu,2025-2026
PAK00614,Avni,Singh,8-TOPAZ,"Naresh Rajput",Parent,9765000614,naresh.rajput.614@paramountkasrawad.edu,2025-2026
PAK00615,Sunita,Farooqui,8-TOPAZ,"Nirmala Kapoor",Father,9765000615,nirmala.kapoor.615@paramountkasrawad.edu,2025-2026
PAK00616,Neha,Rao,8-TOPAZ,"Meena Naik",Mother,9765000616,meena.naik.616@paramountkasrawad.edu,2025-2026
PAK00617,Deepak,Patel,8-TOPAZ,"Suresh Shukla",Parent,9765000617,suresh.shukla.617@paramountkasrawad.edu,2025-2026
PAK00618,Imran,Mishra,8-TOPAZ,"Jagdish Farooqui",Parent,9765000618,jagdish.farooqui.618@paramountkasrawad.edu,2025-2026
PAK00619,Om,Kapoor,8-TOPAZ,"Geeta Trivedi",Mother,9765000619,geeta.trivedi.619@paramountkasrawad.edu,2025-2026
PAK00620,Anuj,Gupta,8-TOPAZ,"Rekha Trivedi",Mother,9765000620,rekha.trivedi.620@paramountkasrawad.edu,2025-2026
PAK00621,Nisha,Chandel,8-TOPAZ,"Geeta Tiwari",Father,9765000621,geeta.tiwari.621@paramountkasrawad.edu,2025-2026
PAK00622,Jatin,Koshal,8-TOPAZ,"Suresh Mehta",Parent,9765000622,suresh.mehta.622@paramountkasrawad.edu,2025-2026
PAK00623,Kavya,Singh,8-TOPAZ,"Nirmala Shukla",Guardian,9765000623,nirmala.shukla.623@paramountkasrawad.edu,2025-2026
PAK00624,Mohit,Chaurasia,8-TOPAZ,"Anil Tiwari",Parent,9765000624,anil.tiwari.624@paramountkasrawad.edu,2025-2026
PAK00625,Qadir,Naik,8-TOPAZ,"Jagdish Salve",Mother,9765000625,jagdish.salve.625@paramountkasrawad.edu,2025-2026
PAK00626,Mohit,Arora,8-TOPAZ,"Priya Trivedi",Father,9765000626,priya.trivedi.626@paramountkasrawad.edu,2025-2026
PAK00627,Ekta,Verma,8-TOPAZ,"Nirmala Dhillon",Parent,9765000627,nirmala.dhillon.627@paramountkasrawad.edu,2025-2026
PAK00628,Bhavna,Koshal,8-TOPAZ,"Vinod Reddy",Guardian,9765000628,vinod.reddy.628@paramountkasrawad.edu,2025-2026
PAK00629,Yash,Pillai,8-TOPAZ,"Savita Khan",Guardian,9765000629,savita.khan.629@paramountkasrawad.edu,2025-2026
PAK00630,Ravi,Sharma,8-TOPAZ,"Kavita Jadav",Parent,9765000630,kavita.jadav.630@paramountkasrawad.edu,2025-2026
PAK00631,Ajay,Farooqui,9-RUBY,"Satish Choudhary",Parent,9765000631,satish.choudhary.631@paramountkasrawad.edu,2025-2026
PAK00632,Zaid,Salve,9-RUBY,"Meena Naik",Guardian,9765000632,meena.naik.632@paramountkasrawad.edu,2025-2026
PAK00633,Jagdish,Sharma,9-RUBY,"Umesh Khan",Guardian,9765000633,umesh.khan.633@paramountkasrawad.edu,2025-2026
PAK00634,Kartik,Khatri,9-RUBY,"Kavita Srivastava",Mother,9765000634,kavita.srivastava.634@paramountkasrawad.edu,2025-2026
PAK00635,Alok,Chauhan,9-RUBY,"Kavita Khanna",Parent,9765000635,kavita.khanna.635@paramountkasrawad.edu,2025-2026
PAK00636,Aarav,Rao,9-RUBY,"Umesh Farooqui",Guardian,9765000636,umesh.farooqui.636@paramountkasrawad.edu,2025-2026
PAK00637,Rahul,Rajak,9-RUBY,"Jagdish Bhat",Father,9765000637,jagdish.bhat.637@paramountkasrawad.edu,2025-2026
PAK00638,Alok,Deshmukh,9-RUBY,"Kishore Koshal",Parent,9765000638,kishore.koshal.638@paramountkasrawad.edu,2025-2026
PAK00639,Keerat,Upadhyay,9-RUBY,"Mahesh Chandel",Father,9765000639,mahesh.chandel.639@paramountkasrawad.edu,2025-2026
PAK00640,Aryan,Rajak,9-RUBY,"Meena Shah",Father,9765000640,meena.shah.640@paramountkasrawad.edu,2025-2026
PAK00641,Isha,Malhotra,9-RUBY,"Meena Sharma",Parent,9765000641,meena.sharma.641@paramountkasrawad.edu,2025-2026
PAK00642,Yogesh,Sidhu,9-RUBY,"Mahesh Grewal",Guardian,9765000642,mahesh.grewal.642@paramountkasrawad.edu,2025-2026
PAK00643,Farhan,Shukla,9-RUBY,"Gopal Soni",Father,9765000643,gopal.soni.643@paramountkasrawad.edu,2025-2026
PAK00644,Saloni,Mirza,9-RUBY,"Umesh Kaur",Guardian,9765000644,umesh.kaur.644@paramountkasrawad.edu,2025-2026
PAK00645,Farhan,Upadhyay,9-RUBY,"Umesh Trivedi",Father,9765000645,umesh.trivedi.645@paramountkasrawad.edu,2025-2026
PAK00646,Anuj,Rajak,9-RUBY,"Jagdish Farooqui",Guardian,9765000646,jagdish.farooqui.646@paramountkasrawad.edu,2025-2026
PAK00647,Imran,Grewal,9-RUBY,"Bharat Chopra",Mother,9765000647,bharat.chopra.647@paramountkasrawad.edu,2025-2026
PAK00648,Chetan,Dubey,9-RUBY,"Naresh Deshmukh",Father,9765000648,naresh.deshmukh.648@paramountkasrawad.edu,2025-2026
PAK00649,Deepak,Reddy,9-RUBY,"Deepa Rajput",Guardian,9765000649,deepa.rajput.649@paramountkasrawad.edu,2025-2026
PAK00650,Pinkesh,Reddy,9-RUBY,"Nirmala Chandel",Mother,9765000650,nirmala.chandel.650@paramountkasrawad.edu,2025-2026
PAK00651,Radha,Sahu,9-RUBY,"Deepa Gupta",Parent,9765000651,deepa.gupta.651@paramountkasrawad.edu,2025-2026
PAK00652,Jatin,Mishra,9-RUBY,"Nirmala Reddy",Parent,9765000652,nirmala.reddy.652@paramountkasrawad.edu,2025-2026
PAK00653,Harsh,Naik,9-RUBY,"Geeta Mirza",Mother,9765000653,geeta.mirza.653@paramountkasrawad.edu,2025-2026
PAK00654,Ajay,Rajput,9-RUBY,"Deepa Mishra",Parent,9765000654,deepa.mishra.654@paramountkasrawad.edu,2025-2026
PAK00655,Neha,Yadav,9-RUBY,"Satish Gaikwad",Mother,9765000655,satish.gaikwad.655@paramountkasrawad.edu,2025-2026
PAK00656,Om,Shah,9-RUBY,"Harish Grewal",Mother,9765000656,harish.grewal.656@paramountkasrawad.edu,2025-2026
PAK00657,Kavya,Choudhary,9-RUBY,"Gopal Salve",Father,9765000657,gopal.salve.657@paramountkasrawad.edu,2025-2026
PAK00658,Priya,Chauhan,9-RUBY,"Seema Gupta",Parent,9765000658,seema.gupta.658@paramountkasrawad.edu,2025-2026
PAK00659,Ravi,Rajak,9-RUBY,"Satish Khanna",Parent,9765000659,satish.khanna.659@paramountkasrawad.edu,2025-2026
PAK00660,Rahul,Mishra,9-RUBY,"Ramesh Jadav",Guardian,9765000660,ramesh.jadav.660@paramountkasrawad.edu,2025-2026
PAK00661,Vijay,Naik,9-RUBY,"Arvind Gaikwad",Parent,9765000661,arvind.gaikwad.661@paramountkasrawad.edu,2025-2026
PAK00662,Radha,Upadhyay,9-RUBY,"Suresh Upadhyay",Mother,9765000662,suresh.upadhyay.662@paramountkasrawad.edu,2025-2026
PAK00663,Pinkesh,Grewal,9-RUBY,"Harish Gaikwad",Mother,9765000663,harish.gaikwad.663@paramountkasrawad.edu,2025-2026
PAK00664,Bhoomika,Jadav,9-RUBY,"Meena Khanna",Parent,9765000664,meena.khanna.664@paramountkasrawad.edu,2025-2026
PAK00665,Yash,Sharma,9-RUBY,"Suresh Naik",Father,9765000665,suresh.naik.665@paramountkasrawad.edu,2025-2026
PAK00666,Tushar,Farooqui,9-DIAMOND,"Kishore Malhotra",Guardian,9765000666,kishore.malhotra.666@paramountkasrawad.edu,2025-2026
PAK00667,Ajay,Desai,9-DIAMOND,"Vinod Patel",Guardian,9765000667,vinod.patel.667@paramountkasrawad.edu,2025-2026
PAK00668,Tarun,Chopra,9-DIAMOND,"Arvind Sharma",Mother,9765000668,arvind.sharma.668@paramountkasrawad.edu,2025-2026
PAK00669,Rakesh,Dhillon,9-DIAMOND,"Suresh Verma",Mother,9765000669,suresh.verma.669@paramountkasrawad.edu,2025-2026
PAK00670,Lakshmi,Khanna,9-DIAMOND,"Nirmala Arora",Guardian,9765000670,nirmala.arora.670@paramountkasrawad.edu,2025-2026
PAK00671,Jagdish,Chandel,9-DIAMOND,"Gopal Mirza",Guardian,9765000671,gopal.mirza.671@paramountkasrawad.edu,2025-2026
PAK00672,Anuj,Rajak,9-DIAMOND,"Meena Chopra",Father,9765000672,meena.chopra.672@paramountkasrawad.edu,2025-2026
PAK00673,Kartik,Naik,9-DIAMOND,"Meena Joshi",Father,9765000673,meena.joshi.673@paramountkasrawad.edu,2025-2026
PAK00674,Laxmi,Gupta,9-DIAMOND,"Rajesh Qureshi",Guardian,9765000674,rajesh.qureshi.674@paramountkasrawad.edu,2025-2026
PAK00675,Amita,Gupta,9-DIAMOND,"Ramesh Trivedi",Father,9765000675,ramesh.trivedi.675@paramountkasrawad.edu,2025-2026
PAK00676,Sneha,Soni,9-DIAMOND,"Suresh Dhillon",Guardian,9765000676,suresh.dhillon.676@paramountkasrawad.edu,2025-2026
PAK00677,Mohit,Rajak,9-DIAMOND,"Kishore Sidhu",Mother,9765000677,kishore.sidhu.677@paramountkasrawad.edu,2025-2026
PAK00678,Zara,Soni,9-DIAMOND,"Meena Srivastava",Mother,9765000678,meena.srivastava.678@paramountkasrawad.edu,2025-2026
PAK00679,Bhavna,Qureshi,9-DIAMOND,"Umesh Reddy",Father,9765000679,umesh.reddy.679@paramountkasrawad.edu,2025-2026
PAK00680,Anuj,Rao,9-DIAMOND,"Ramesh Sahu",Parent,9765000680,ramesh.sahu.680@paramountkasrawad.edu,2025-2026
PAK00681,Chetan,Reddy,9-DIAMOND,"Suresh Malhotra",Guardian,9765000681,suresh.malhotra.681@paramountkasrawad.edu,2025-2026
PAK00682,Anuj,Khanna,9-DIAMOND,"Jagdish Khanna",Parent,9765000682,jagdish.khanna.682@paramountkasrawad.edu,2025-2026
PAK00683,Divya,Salve,9-DIAMOND,"Harish Koshal",Guardian,9765000683,harish.koshal.683@paramountkasrawad.edu,2025-2026
PAK00684,Sneha,Dhillon,9-DIAMOND,"Priya Arora",Father,9765000684,priya.arora.684@paramountkasrawad.edu,2025-2026
PAK00685,Pooja,Saxena,9-DIAMOND,"Sanjeev Dhillon",Mother,9765000685,sanjeev.dhillon.685@paramountkasrawad.edu,2025-2026
PAK00686,Kartik,Kaur,9-DIAMOND,"Umesh Srivastava",Father,9765000686,umesh.srivastava.686@paramountkasrawad.edu,2025-2026
PAK00687,Anjali,Grewal,9-DIAMOND,"Deepa Grewal",Guardian,9765000687,deepa.grewal.687@paramountkasrawad.edu,2025-2026
PAK00688,Sanskriti,Sahu,9-DIAMOND,"Umesh Kaur",Father,9765000688,umesh.kaur.688@paramountkasrawad.edu,2025-2026
PAK00689,Pinkesh,Naik,9-DIAMOND,"Ashok Yadav",Mother,9765000689,ashok.yadav.689@paramountkasrawad.edu,2025-2026
PAK00690,Kavya,Khan,9-DIAMOND,"Nirmala Chopra",Mother,9765000690,nirmala.chopra.690@paramountkasrawad.edu,2025-2026
PAK00691,Waqar,Chauhan,9-DIAMOND,"Priya Mirza",Mother,9765000691,priya.mirza.691@paramountkasrawad.edu,2025-2026
PAK00692,Keerat,Upadhyay,9-DIAMOND,"Sanjeev Chaurasia",Father,9765000692,sanjeev.chaurasia.692@paramountkasrawad.edu,2025-2026
PAK00693,Sneha,Mehta,9-DIAMOND,"Mahesh Khan",Parent,9765000693,mahesh.khan.693@paramountkasrawad.edu,2025-2026
PAK00694,Zaid,Pandey,9-DIAMOND,"Arvind Srivastava",Parent,9765000694,arvind.srivastava.694@paramountkasrawad.edu,2025-2026
PAK00695,Aditya,Gaikwad,9-DIAMOND,"Jagdish Shukla",Guardian,9765000695,jagdish.shukla.695@paramountkasrawad.edu,2025-2026
PAK00696,Aarav,Rajput,9-DIAMOND,"Sanjeev Tiwari",Parent,9765000696,sanjeev.tiwari.696@paramountkasrawad.edu,2025-2026
PAK00697,Alok,Shah,9-DIAMOND,"Savita Pillai",Father,9765000697,savita.pillai.697@paramountkasrawad.edu,2025-2026
PAK00698,Aarav,Pillai,9-DIAMOND,"Rajesh Srivastava",Father,9765000698,rajesh.srivastava.698@paramountkasrawad.edu,2025-2026
PAK00699,Sneha,Yadav,9-DIAMOND,"Seema Dubey",Mother,9765000699,seema.dubey.699@paramountkasrawad.edu,2025-2026
PAK00700,Aryan,Desai,9-DIAMOND,"Rekha Deshmukh",Mother,9765000700,rekha.deshmukh.700@paramountkasrawad.edu,2025-2026
PAK00701,Sunita,Kapoor,10-RUBY,"Ramesh Farooqui",Father,9765000701,ramesh.farooqui.701@paramountkasrawad.edu,2025-2026
PAK00702,Rohit,Saxena,10-RUBY,"Satish Sidhu",Mother,9765000702,satish.sidhu.702@paramountkasrawad.edu,2025-2026
PAK00703,Saloni,Dubey,10-RUBY,"Savita Chaurasia",Father,9765000703,savita.chaurasia.703@paramountkasrawad.edu,2025-2026
PAK00704,Zara,Qureshi,10-RUBY,"Satish Joshi",Parent,9765000704,satish.joshi.704@paramountkasrawad.edu,2025-2026
PAK00705,Jagdish,Tiwari,10-RUBY,"Bharat Sharma",Father,9765000705,bharat.sharma.705@paramountkasrawad.edu,2025-2026
PAK00706,Ajay,Khatri,10-RUBY,"Ashok Kumar",Guardian,9765000706,ashok.kumar.706@paramountkasrawad.edu,2025-2026
PAK00707,Uma,Verma,10-RUBY,"Priya Qureshi",Father,9765000707,priya.qureshi.707@paramountkasrawad.edu,2025-2026
PAK00708,Rohit,Dhillon,10-RUBY,"Priya Khanna",Mother,9765000708,priya.khanna.708@paramountkasrawad.edu,2025-2026
PAK00709,Dhruv,Sharma,10-RUBY,"Savita Naik",Mother,9765000709,savita.naik.709@paramountkasrawad.edu,2025-2026
PAK00710,Pinkesh,Deshmukh,10-RUBY,"Savita Desai",Mother,9765000710,savita.desai.710@paramountkasrawad.edu,2025-2026
PAK00711,Mona,Kapoor,10-RUBY,"Kishore Kaur",Parent,9765000711,kishore.kaur.711@paramountkasrawad.edu,2025-2026
PAK00712,Vaishnavi,Gaikwad,10-RUBY,"Savita Chopra",Father,9765000712,savita.chopra.712@paramountkasrawad.edu,2025-2026
PAK00713,Imran,Rajak,10-RUBY,"Kishore Kapoor",Mother,9765000713,kishore.kapoor.713@paramountkasrawad.edu,2025-2026
PAK00714,Sanskriti,Naik,10-RUBY,"Geeta Soni",Mother,9765000714,geeta.soni.714@paramountkasrawad.edu,2025-2026
PAK00715,Tarun,Arora,10-RUBY,"Mahesh Tiwari",Guardian,9765000715,mahesh.tiwari.715@paramountkasrawad.edu,2025-2026
PAK00716,Om,Chauhan,10-RUBY,"Pankaj Kumar",Guardian,9765000716,pankaj.kumar.716@paramountkasrawad.edu,2025-2026
PAK00717,Ujjwal,More,10-RUBY,"Vinod Arora",Father,9765000717,vinod.arora.717@paramountkasrawad.edu,2025-2026
PAK00718,Om,Nair,10-RUBY,"Jagdish Sahu",Mother,9765000718,jagdish.sahu.718@paramountkasrawad.edu,2025-2026
PAK00719,Mona,Kapoor,10-RUBY,"Naresh Dubey",Father,9765000719,naresh.dubey.719@paramountkasrawad.edu,2025-2026
PAK00720,Omkar,Kumar,10-RUBY,"Naresh Chopra",Guardian,9765000720,naresh.chopra.720@paramountkasrawad.edu,2025-2026
PAK00721,Ajay,Verma,10-RUBY,"Umesh Saxena",Guardian,9765000721,umesh.saxena.721@paramountkasrawad.edu,2025-2026
PAK00722,Mohit,Tiwari,10-RUBY,"Meena Reddy",Mother,9765000722,meena.reddy.722@paramountkasrawad.edu,2025-2026
PAK00723,Tarun,Qureshi,10-RUBY,"Kishore Pandey",Mother,9765000723,kishore.pandey.723@paramountkasrawad.edu,2025-2026
PAK00724,Sunita,Rajput,10-RUBY,"Kishore Joshi",Parent,9765000724,kishore.joshi.724@paramountkasrawad.edu,2025-2026
PAK00725,Bhavna,Gupta,10-RUBY,"Meena Pandey",Parent,9765000725,meena.pandey.725@paramountkasrawad.edu,2025-2026
PAK00726,Mona,Mirza,10-RUBY,"Gopal Srivastava",Father,9765000726,gopal.srivastava.726@paramountkasrawad.edu,2025-2026
PAK00727,Arjun,Nair,10-RUBY,"Meena Shah",Mother,9765000727,meena.shah.727@paramountkasrawad.edu,2025-2026
PAK00728,Vaishnavi,Pandey,10-RUBY,"Geeta Koshal",Guardian,9765000728,geeta.koshal.728@paramountkasrawad.edu,2025-2026
PAK00729,Qadir,Chopra,10-RUBY,"Pankaj Khan",Mother,9765000729,pankaj.khan.729@paramountkasrawad.edu,2025-2026
PAK00730,Tarun,Trivedi,10-RUBY,"Suresh Sidhu",Father,9765000730,suresh.sidhu.730@paramountkasrawad.edu,2025-2026
PAK00731,Ujjwal,Chaurasia,10-RUBY,"Geeta Dhillon",Mother,9765000731,geeta.dhillon.731@paramountkasrawad.edu,2025-2026
PAK00732,Sneha,Mishra,10-RUBY,"Kavita Srivastava",Father,9765000732,kavita.srivastava.732@paramountkasrawad.edu,2025-2026
PAK00733,Yogesh,Rao,10-RUBY,"Pankaj Rajput",Father,9765000733,pankaj.rajput.733@paramountkasrawad.edu,2025-2026
PAK00734,Dhruv,Dhillon,10-RUBY,"Priya Choudhary",Mother,9765000734,priya.choudhary.734@paramountkasrawad.edu,2025-2026
PAK00735,Divya,Menon,10-RUBY,"Umesh Salve",Mother,9765000735,umesh.salve.735@paramountkasrawad.edu,2025-2026
PAK00736,Amita,Rajak,10-DIAMOND,"Anil Choudhary",Father,9765000736,anil.choudhary.736@paramountkasrawad.edu,2025-2026
PAK00737,Om,Pandey,10-DIAMOND,"Kishore Rajput",Father,9765000737,kishore.rajput.737@paramountkasrawad.edu,2025-2026
PAK00738,Alok,Khan,10-DIAMOND,"Harish Kaur",Guardian,9765000738,harish.kaur.738@paramountkasrawad.edu,2025-2026
PAK00739,Jatin,Gaikwad,10-DIAMOND,"Jagdish Joshi",Guardian,9765000739,jagdish.joshi.739@paramountkasrawad.edu,2025-2026
PAK00740,Waqar,Mishra,10-DIAMOND,"Suresh Desai",Father,9765000740,suresh.desai.740@paramountkasrawad.edu,2025-2026
PAK00741,Rahul,Kaur,10-DIAMOND,"Satish Koshal",Parent,9765000741,satish.koshal.741@paramountkasrawad.edu,2025-2026
PAK00742,Kavya,Chopra,10-DIAMOND,"Meena Soni",Mother,9765000742,meena.soni.742@paramountkasrawad.edu,2025-2026
PAK00743,Anuj,Malhotra,10-DIAMOND,"Gopal Sidhu",Guardian,9765000743,gopal.sidhu.743@paramountkasrawad.edu,2025-2026
PAK00744,Jatin,Kapoor,10-DIAMOND,"Suresh More",Father,9765000744,suresh.more.744@paramountkasrawad.edu,2025-2026
PAK00745,Ujjwal,Soni,10-DIAMOND,"Jagdish Koshal",Father,9765000745,jagdish.koshal.745@paramountkasrawad.edu,2025-2026
PAK00746,Zara,Dhillon,10-DIAMOND,"Ramesh Deshmukh",Mother,9765000746,ramesh.deshmukh.746@paramountkasrawad.edu,2025-2026
PAK00747,Omkar,Saxena,10-DIAMOND,"Umesh Srivastava",Mother,9765000747,umesh.srivastava.747@paramountkasrawad.edu,2025-2026
PAK00748,Divya,Shah,10-DIAMOND,"Umesh Rao",Parent,9765000748,umesh.rao.748@paramountkasrawad.edu,2025-2026
PAK00749,Yash,Tiwari,10-DIAMOND,"Mahesh Srivastava",Guardian,9765000749,mahesh.srivastava.749@paramountkasrawad.edu,2025-2026
PAK00750,Vijay,Yadav,10-DIAMOND,"Meena Sahu",Father,9765000750,meena.sahu.750@paramountkasrawad.edu,2025-2026
PAK00751,Pinkesh,Patel,10-DIAMOND,"Kishore Trivedi",Mother,9765000751,kishore.trivedi.751@paramountkasrawad.edu,2025-2026
PAK00752,Sanjay,Arora,10-DIAMOND,"Kishore Khatri",Parent,9765000752,kishore.khatri.752@paramountkasrawad.edu,2025-2026
PAK00753,Deepak,Mehta,10-DIAMOND,"Harish Mishra",Parent,9765000753,harish.mishra.753@paramountkasrawad.edu,2025-2026
PAK00754,Isha,Mishra,10-DIAMOND,"Jagdish Malhotra",Mother,9765000754,jagdish.malhotra.754@paramountkasrawad.edu,2025-2026
PAK00755,Pinkesh,Khan,10-DIAMOND,"Geeta Salve",Father,9765000755,geeta.salve.755@paramountkasrawad.edu,2025-2026
PAK00756,Yash,Menon,10-DIAMOND,"Kishore Shah",Father,9765000756,kishore.shah.756@paramountkasrawad.edu,2025-2026
PAK00757,Aarav,Reddy,10-DIAMOND,"Suresh Upadhyay",Parent,9765000757,suresh.upadhyay.757@paramountkasrawad.edu,2025-2026
PAK00758,Yash,Koshal,10-DIAMOND,"Vinod Naik",Guardian,9765000758,vinod.naik.758@paramountkasrawad.edu,2025-2026
PAK00759,Divya,Khanna,10-DIAMOND,"Priya Rao",Guardian,9765000759,priya.rao.759@paramountkasrawad.edu,2025-2026
PAK00760,Mona,Pillai,10-DIAMOND,"Suresh Chaurasia",Mother,9765000760,suresh.chaurasia.760@paramountkasrawad.edu,2025-2026
PAK00761,Keerat,Rajak,10-DIAMOND,"Arvind Khanna",Guardian,9765000761,arvind.khanna.761@paramountkasrawad.edu,2025-2026
PAK00762,Divya,Koshal,10-DIAMOND,"Priya Rao",Mother,9765000762,priya.rao.762@paramountkasrawad.edu,2025-2026
PAK00763,Gaurav,Patel,10-DIAMOND,"Priya Farooqui",Parent,9765000763,priya.farooqui.763@paramountkasrawad.edu,2025-2026
PAK00764,Mona,More,10-DIAMOND,"Jagdish Salve",Parent,9765000764,jagdish.salve.764@paramountkasrawad.edu,2025-2026
PAK00765,Waqar,Mishra,10-DIAMOND,"Sanjeev Sharma",Father,9765000765,sanjeev.sharma.765@paramountkasrawad.edu,2025-2026
PAK00766,Deepak,Saxena,10-DIAMOND,"Naresh Dubey",Parent,9765000766,naresh.dubey.766@paramountkasrawad.edu,2025-2026
PAK00767,Heena,Pandey,10-DIAMOND,"Kavita Mishra",Guardian,9765000767,kavita.mishra.767@paramountkasrawad.edu,2025-2026
PAK00768,Isha,Rao,10-DIAMOND,"Nirmala Khatri",Guardian,9765000768,nirmala.khatri.768@paramountkasrawad.edu,2025-2026
PAK00769,Neha,Shah,10-DIAMOND,"Jagdish Deshmukh",Mother,9765000769,jagdish.deshmukh.769@paramountkasrawad.edu,2025-2026
PAK00770,Priya,Shah,10-DIAMOND,"Kishore Reddy",Father,9765000770,kishore.reddy.770@paramountkasrawad.edu,2025-2026
PAK00771,Yash,Joshi,11-RUBY,"Bharat Deshmukh",Mother,9765000771,bharat.deshmukh.771@paramountkasrawad.edu,2025-2026
PAK00772,Uma,Srivastava,11-RUBY,"Geeta Jadav",Mother,9765000772,geeta.jadav.772@paramountkasrawad.edu,2025-2026
PAK00773,Laxmi,Tiwari,11-RUBY,"Mahesh Trivedi",Father,9765000773,mahesh.trivedi.773@paramountkasrawad.edu,2025-2026
PAK00774,Rohit,Gupta,11-RUBY,"Ashok Mehta",Guardian,9765000774,ashok.mehta.774@paramountkasrawad.edu,2025-2026
PAK00775,Sneha,Bhat,11-RUBY,"Vinod Farooqui",Mother,9765000775,vinod.farooqui.775@paramountkasrawad.edu,2025-2026
PAK00776,Avni,Gaikwad,11-RUBY,"Priya Mehta",Guardian,9765000776,priya.mehta.776@paramountkasrawad.edu,2025-2026
PAK00777,Kartik,Khanna,11-RUBY,"Sanjeev Choudhary",Parent,9765000777,sanjeev.choudhary.777@paramountkasrawad.edu,2025-2026
PAK00778,Aarav,Malhotra,11-RUBY,"Geeta Dhillon",Parent,9765000778,geeta.dhillon.778@paramountkasrawad.edu,2025-2026
